user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S5C1144	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A japonensis	GCF_010093445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A japonensis	95.47	0.88	GCF_010093445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A japonensis	95.47	0.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001427635.1, s__Pseudoxanthomonas_A sp001427635, 95.0, 86.33, 0.82; GCF_001556105.1, s__Pseudoxanthomonas_A mexicana_A, 95.0, 86.22, 0.76; GCA_002863005.1, s__Pseudoxanthomonas_A sp002863005, 95.0, 85.32, 0.77; GCF_010093385.1, s__Pseudoxanthomonas_A mexicana, 95.0, 84.75, 0.73; GCF_900104255.1, s__Pseudoxanthomonas_A sp900104255, 95.0, 84.46, 0.74; GCF_006716465.1, s__Pseudoxanthomonas_A sp006716465, 95.0, 84.46, 0.74; GCF_001427585.1, s__Pseudoxanthomonas_A sp001427585, 95.0, 84.22, 0.73; GCF_900116385.1, s__Pseudoxanthomonas_A sp900116385, 95.0, 83.56, 0.75; GCF_006542425.1, s__Pseudoxanthomonas_A sp006542425, 95.0, 80.8, 0.61; GCF_010211755.1, s__Pseudoxanthomonas_A sangjuensis, 95.0, 80.66, 0.57; GCF_900215535.1, s__Pseudoxanthomonas_A wuyuanensis, 95.0, 80.45, 0.66; GCF_900167565.1, s__Pseudoxanthomonas_A indica, 95.0, 80.12, 0.58; GCF_004284655.1, s__Pseudoxanthomonas_A spadix_A, 95.0, 80.1, 0.57; GCF_004122095.1, s__Pseudoxanthomonas_A composti, 95.0, 80.08, 0.53; GCF_010093345.1, s__Pseudoxanthomonas_A yeongjuensis, 95.0, 80.05, 0.55; GCF_004284195.1, s__Pseudoxanthomonas_A sp004284195, 95.0, 79.93, 0.59; GCF_010093305.1, s__Pseudoxanthomonas_A sacheonensis, 95.0, 79.88, 0.58; GCF_010211745.1, s__Pseudoxanthomonas_A kalamensis, 95.0, 79.86, 0.5; GCF_900109775.1, s__Pseudoxanthomonas_A sp900109775, 95.0, 79.79, 0.54; GCF_010119615.1, s__Pseudoxanthomonas_A gei, 95.0, 79.71, 0.49; GCA_004173415.1, s__Pseudoxanthomonas_A sp004173415, 95.0, 79.44, 0.41; GCF_003703395.1, s__Pseudoxanthomonas_A spadix, 95.0, 79.42, 0.46; GCF_001431405.1, s__Pseudoxanthomonas_A dokdonensis, 95.0, 79.34, 0.52; GCF_900104085.1, s__Pseudoxanthomonas_A sp900104085, 95.0, 79.23, 0.57	13.1	11	N/A	Genome domain questionable ( 15.0% Bacterial, 6.6% Archaeal)
S5C1156	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__GCA-013693735;s__	N/A	N/A	N/A	N/A	N/A	GCA_013693735.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__GCA-013693735;s__GCA-013693735 sp013693735	79.53	0.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	27.97	11	0.9472348182806085	N/A
S5C1165	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_008933545.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__Aquabacterium_A sp008933545	81.06	0.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002198735.1, s__Aquabacterium_A sp002198735, 95.0, 80.03, 0.55; GCA_001770815.1, s__Aquabacterium_A sp001770815, 95.0, 79.69, 0.45; GCF_013266755.1, s__Aquabacterium_A sp013266755, 95.0, 79.57, 0.56; GCF_005403045.1, s__Aquabacterium_A pictum, 95.0, 79.42, 0.49; GCA_013360485.1, s__Aquabacterium_A sp013360485, 95.0, 79.18, 0.3; GCF_000244995.1, s__Aquabacterium_A sp000244995, 95.0, 79.15, 0.46; GCA_010030205.1, s__Aquabacterium_A sp010030205, 95.0, 78.2, 0.27	52.57	11	0.9665651876074834	N/A
S5C1183	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	N/A	N/A	N/A	N/A	N/A	GCA_004295005.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp004295005	89.48	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900115085.1, s__Dokdonella immobilis, 95.0, 79.81, 0.51; GCA_001899855.1, s__Dokdonella sp001899855, 95.0, 79.5, 0.48; GCA_003241385.1, s__Dokdonella denitrificans_A, 95.0, 77.93, 0.25; GCF_001632775.1, s__Dokdonella koreensis, 95.0, 77.8, 0.28; GCA_002483055.1, s__Dokdonella sp002483055, 95.0, 77.43, 0.25	28.09	11	0.9904296416944453	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S5C1188	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000367525.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A elongatus	96.91	0.61	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	33.51	11	0.9642542219022613	Genome has more than 56.7% of markers with multiple hits
S5C1191	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.04	11	0.8889915456306534	N/A
S5C11989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	ANI	N/A	GCA_003819815.1, s__RPQJ01 sp003819815, 95.0, 80.31, 0.56; GCA_012026925.1, s__RPQJ01 sp012026925, 95.0, 80.22, 0.44; GCA_011391405.1, s__RPQJ01 sp011391405, 95.0, 78.94, 0.38	89.58	11	0.9099965203442156	N/A
S5C1248	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__	N/A	N/A	N/A	N/A	N/A	GCA_002748155.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__GCA-2748155 sp002748155	77.92	0.29	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.79	11	0.9016504788779411	N/A
S5C1257	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__	N/A	N/A	N/A	N/A	N/A	GCA_002477755.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002477755	89.87	0.83	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__	taxonomic classification defined by topology and ANI	N/A	GCF_009932435.1, s__Gordonia crocea, 95.0, 82.35, 0.68; GCA_003847445.1, s__Gordonia sanguinis, 95.0, 82.34, 0.67; GCF_000241265.1, s__Gordonia araii, 95.0, 81.99, 0.66; GCA_002414845.1, s__Gordonia sp002414845, 95.0, 80.97, 0.63; GCF_000344155.1, s__Gordonia paraffinivorans, 95.0, 79.47, 0.49; GCF_900105725.1, s__Gordonia westfalica, 95.0, 79.29, 0.46; GCF_000298235.1, s__Gordonia namibiensis, 95.0, 79.26, 0.45; GCF_001485495.1, s__Gordonia desulfuricans, 95.0, 79.26, 0.46; GCF_000332995.1, s__Gordonia amicalis, 95.0, 79.18, 0.44; GCF_000225505.1, s__Gordonia alkanivorans, 95.0, 79.17, 0.45; GCF_000327325.1, s__Gordonia rubripertincta, 95.0, 79.16, 0.46; GCA_014041935.1, s__Gordonia sp014041935, 95.0, 79.15, 0.43; GCF_009932475.1, s__Gordonia spumicola, 95.0, 79.13, 0.41; GCF_002993285.1, s__Gordonia iterans, 95.0, 79.09, 0.4; GCF_001305675.1, s__Gordonia phthalatica, 95.0, 79.08, 0.42; GCF_000241345.1, s__Gordonia amarae, 95.0, 78.97, 0.43; GCF_000192435.1, s__Gordonia neofelifaecis, 95.0, 78.96, 0.41; GCF_002149015.1, s__Gordonia lacunae, 95.0, 78.95, 0.44; GCF_000024785.1, s__Gordonia bronchialis, 95.0, 78.86, 0.43; GCF_001592365.1, s__Gordonia hydrophobica, 95.0, 78.83, 0.38; GCF_014197435.1, s__Gordonia humi, 95.0, 78.81, 0.42; GCF_000333035.1, s__Gordonia sihwensis, 95.0, 78.8, 0.4; GCF_000143885.2, s__Gordonia sp000143885, 95.0, 78.79, 0.44; GCF_001698225.1, s__Gordonia terrae, 95.0, 78.79, 0.42; GCF_011290605.1, s__Gordonia sp002009645, 95.0, 78.78, 0.44; GCA_002700145.1, s__Gordonia sp002700145, 95.0, 78.76, 0.38; GCF_000423025.1, s__Gordonia shandongensis, 95.0, 78.75, 0.37; GCF_000344135.1, s__Gordonia malaquae, 95.0, 78.73, 0.35; GCF_009828195.1, s__Gordonia sp009828195, 95.0, 78.72, 0.4; GCF_012933505.1, s__Gordonia sp012933505, 95.0, 78.69, 0.47; GCF_000298195.1, s__Gordonia rhizosphera, 95.0, 78.67, 0.42; GCA_004193205.1, s__Gordonia sedimidis, 95.0, 78.67, 0.44; GCF_000334455.1, s__Gordonia soli, 95.0, 78.64, 0.43; GCF_000248075.1, s__Gordonia otitidis, 95.0, 78.59, 0.36; GCF_000248055.1, s__Gordonia sputi, 95.0, 78.59, 0.38; GCF_000333015.1, s__Gordonia hirsuta, 95.0, 78.56, 0.36; GCF_007559005.1, s__Gordonia sp004353055, 95.0, 78.56, 0.34; GCA_014530585.1, s__Gordonia sp014530585, 95.0, 78.55, 0.4; GCF_001186365.1, s__Gordonia jacobaea, 95.0, 78.55, 0.39; GCF_003797825.1, s__Gordonia sp003797825, 95.0, 78.54, 0.44; GCF_000241325.1, s__Gordonia polyisoprenivorans, 95.0, 78.53, 0.42; GCF_003855095.1, s__Gordonia insulae, 95.0, 78.52, 0.43; GCA_012515855.1, s__Gordonia sp012515855, 95.0, 78.51, 0.36; GCF_000332975.1, s__Gordonia aichiensis, 95.0, 78.44, 0.35; GCF_010548645.1, s__Gordonia sp010548645, 95.0, 78.39, 0.39; GCF_009862785.1, s__Gordonia sp009862785, 95.0, 78.29, 0.37; GCF_003797185.1, s__Gordonia sp003797185, 95.0, 78.26, 0.36; GCF_000241305.1, s__Gordonia effusa, 95.0, 78.03, 0.29	90.89	11	0.9938543087267219	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S5C1259	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_005881895.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01 sp005881895	77.06	0.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	18.98	11	0.8921053772274827	N/A
S5C1278	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__AWTP1-35;s__	N/A	N/A	N/A	N/A	N/A	GCA_003962875.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__AWTP1-35;s__AWTP1-35 sp003962875	81.63	0.52	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.32	11	0.9298989275109948	N/A
S5C1334	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__RAS1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__;s__	taxonomic novelty determined using RED	N/A	N/A	26.7	11	0.8757712301225944	N/A
S5C1360	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.79	11	0.8775342903274818	N/A
S5C1365	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000367525.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A elongatus	78.81	0.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.93	11	0.9205633378211295	N/A
S5C13727	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__Defluviicoccus;s__	N/A	N/A	N/A	N/A	N/A	GCA_900609035.2	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__Defluviicoccus;s__Defluviicoccus seviourii	93.94	0.91	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.06	11	0.9918997124847106	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S5C1390	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	N/A	GCA_004210735.1, s__Brevundimonas sp004210735, 95.0, 81.64, 0.77; GCA_002434505.1, s__Brevundimonas sp002434505, 95.0, 81.56, 0.7; GCA_003248455.1, s__Brevundimonas sp003248455, 95.0, 81.37, 0.71; GCA_002386585.1, s__Brevundimonas sp002386585, 95.0, 81.28, 0.65; GCF_000204035.1, s__Brevundimonas diminuta, 95.0, 81.26, 0.74; GCA_003248925.1, s__Brevundimonas sp003248925, 95.0, 81.23, 0.75; GCF_004683885.1, s__Brevundimonas sp004683885, 95.0, 81.15, 0.68; GCF_002157625.1, s__Brevundimonas sp002157625, 95.0, 81.14, 0.77; GCF_003938605.1, s__Brevundimonas sp003938605, 95.0, 81.12, 0.73; GCF_003627995.1, s__Brevundimonas naejangsanensis_B, 95.0, 81.09, 0.77; GCF_004614235.1, s__Brevundimonas intermedia, 95.0, 81.04, 0.73; GCF_001424025.1, s__Brevundimonas sp001424025, 95.0, 80.94, 0.7; GCF_000635915.2, s__Brevundimonas naejangsanensis_A, 95.0, 80.86, 0.7; GCA_002479495.1, s__Brevundimonas sp002479495, 95.0, 80.85, 0.75; GCF_014196125.1, s__Brevundimonas mediterranea, 95.0657, 80.79, 0.73; GCF_000813765.1, s__Brevundimonas nasdae, 95.0, 80.77, 0.71; GCF_011927945.1, s__Brevundimonas alba, 95.0, 80.75, 0.72; GCA_003248965.1, s__Brevundimonas sp003248965, 95.0, 80.75, 0.76; GCA_002484265.1, s__Brevundimonas sp002484265, 95.0, 80.75, 0.72; GCF_011064825.1, s__Brevundimonas mediterranea_A, 95.0657, 80.74, 0.78; GCF_014196335.1, s__Brevundimonas lenta, 95.0, 80.73, 0.77; GCA_002430835.1, s__Brevundimonas sp002430835, 95.0, 80.7, 0.72; GCA_002483305.1, s__Brevundimonas sp002483305, 95.0, 80.69, 0.73; GCF_900163625.1, s__Brevundimonas diminuta_A, 95.0, 80.69, 0.71; GCA_004296955.1, s__Brevundimonas sp004296955, 95.0, 80.66, 0.82; GCF_000421705.1, s__Brevundimonas naejangsanensis, 95.0, 80.59, 0.7; GCF_014207965.1, s__Brevundimonas bullata_A, 95.0, 80.56, 0.72; GCF_001427825.1, s__Brevundimonas sp001427825, 95.0, 80.55, 0.79; GCF_003350205.1, s__Brevundimonas bullata, 95.0, 80.55, 0.78; GCF_002979535.1, s__Brevundimonas sp002979535, 95.0, 80.54, 0.75; GCF_001425945.1, s__Brevundimonas sp001425945, 95.0, 80.51, 0.75; GCF_000335735.1, s__Brevundimonas sp000335735, 95.0, 80.48, 0.73; GCF_000318405.1, s__Brevundimonas diminuta_B, 95.0, 80.47, 0.74; GCF_902506205.1, s__Brevundimonas sp902506205, 95.0, 80.41, 0.76; GCA_002479325.1, s__Brevundimonas sp002479325, 95.0, 80.39, 0.71; GCF_014204545.1, s__Brevundimonas vesicularis_B, 95.0, 80.38, 0.71; GCF_002002865.1, s__Brevundimonas sp002002865, 95.0, 80.38, 0.68; GCF_005484585.1, s__Brevundimonas sp005484585, 95.0, 80.37, 0.7; GCF_014199955.1, s__Brevundimonas aurantiaca, 95.0, 80.35, 0.76; GCA_013912005.1, s__Brevundimonas sp013912005, 95.0, 80.35, 0.69; GCF_001592205.1, s__Brevundimonas vesicularis, 95.0, 80.34, 0.72; GCA_002343425.1, s__Brevundimonas sp002343425, 95.0, 80.33, 0.73; GCF_014202075.1, s__Brevundimonas basaltis, 95.0, 80.28, 0.72; GCF_900445985.1, s__Brevundimonas vesicularis_A, 95.0, 80.26, 0.74; GCF_006547065.1, s__Brevundimonas sp006547065, 95.0, 80.24, 0.72; GCA_001794825.1, s__Brevundimonas sp001794825, 95.0, 80.22, 0.72; GCA_002280475.1, s__Brevundimonas subvibrioides_C, 95.0, 80.1, 0.75; GCA_002292165.1, s__Brevundimonas sp002292165, 95.0, 80.08, 0.68; GCA_013912065.1, s__Brevundimonas sp013912065, 95.0, 80.06, 0.79; GCA_002387245.1, s__Brevundimonas sp002387245, 95.0, 80.04, 0.77; GCF_900116065.1, s__Brevundimonas viscosa, 95.0, 80.03, 0.76; GCF_003730275.1, s__Brevundimonas halotolerans, 95.0, 80.03, 0.72; GCF_000466985.1, s__Brevundimonas abyssalis, 95.0, 80.02, 0.66; GCF_000701445.1, s__Brevundimonas bacteroides, 95.0, 79.99, 0.67; GCA_002280785.1, s__Brevundimonas subvibrioides_B, 95.0, 79.91, 0.71; GCF_000144605.1, s__Brevundimonas subvibrioides, 95.0, 79.87, 0.72; GCA_006515835.1, s__Brevundimonas sp006515835, 95.0, 79.87, 0.69; GCF_003934285.1, s__Brevundimonas fluminis, 95.0, 79.85, 0.74; GCA_012270135.1, s__Brevundimonas sp012270135, 95.0, 79.85, 0.63; GCA_001796045.1, s__Brevundimonas sp001796045, 95.0, 79.82, 0.63; GCA_013823285.1, s__Brevundimonas sp013823285, 95.0, 79.59, 0.65; GCA_002483865.1, s__Brevundimonas sp002483865, 95.0, 79.55, 0.41; GCF_003704105.1, s__Brevundimonas sp003704105, 95.0, 79.52, 0.63; GCF_001295975.1, s__Brevundimonas sp001295975, 95.0, 79.48, 0.61; GCF_014199945.1, s__Brevundimonas variabilis, 95.0, 79.15, 0.5; GCA_002432125.1, s__Brevundimonas sp002432125, 95.0, 78.81, 0.34; GCF_000428765.1, s__Brevundimonas aveniformis, 95.0, 78.6, 0.34; GCA_002419815.1, s__Brevundimonas sp002419815, 95.0, 78.45, 0.4; GCA_003241825.1, s__Brevundimonas sp003241825, 95.0, 78.41, 0.5; GCF_013760785.1, s__Brevundimonas sp013760785, 95.0, 78.33, 0.37; GCA_013693835.1, s__Brevundimonas sp002426005, 95.0, 78.14, 0.54; GCF_011761985.1, s__Brevundimonas terrae, 95.0, 78.03, 0.39	11.79	11	0.965550474132928	Genome domain questionable ( 14.2% Bacterial, 4.9% Archaeal)
S5C1393	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.29	11	0.8451782654922667	N/A
S5C1413	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__UBA5868;s__	N/A	N/A	N/A	N/A	N/A	GCA_002432095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__UBA5868;s__UBA5868 sp002432095	79.21	0.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__UBA5868;s__	taxonomic classification defined by topology and ANI	N/A	GCF_014336955.1, s__UBA5868 sp014336955, 95.0, 78.8, 0.4	51.8	11	0.9707206236935233	N/A
S5C1416	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__UBA11034;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.9	11	0.8787017319971792	N/A
